,race_id,dist,place,dog_id,box,split_times,split_margins,run_time
1895,521580583,385m,5,293542922,5,8.19,0.00,22.49
1896,521580583,385m,6,108391359,3,8.39,0.20,22.52
1897,521580583,385m,7,141319210,7,8.54,0.35,22.58
1898,521580583,385m,8,226693487,2,8.64,0.45,22.74
1899,521580584,385m,1,208823814,2,8.34,0.13,22.15
1900,521580584,385m,2,222064245,3,8.21,0.00,22.17
1901,521580584,385m,3,186628523,5,8.28,0.07,22.21
1902,521580584,385m,4,147855624,6,8.44,0.23,22.41
1903,521580584,385m,5,162212285,4,8.39,0.18,22.46
1904,521580584,385m,6,1590360007,7,8.29,0.08,22.64
1905,521580584,385m,7,136704869,8,8.65,0.44,22.81
1906,398471868,390m,1,203248197,6,8.54,0.00,22.49
1907,398471868,390m,2,235407877,4,8.89,0.35,22.82
1908,398471868,390m,3,238580210,8,9.03,0.49,22.84
1909,398471868,390m,4,126751516,2,8.90,0.36,23.02
1910,398471868,390m,5,198165548,1,8.91,0.37,23.22
1911,398471868,390m,6,230053367,7,9.06,0.52,23.42
1912,398471868,390m,7,199528265,3,9.02,0.48,23.48
1913,398471869,390m,1,118703011,7,8.57,0.00,22.49
1914,398471869,390m,2,208823815,8,8.61,0.04,22.75
1915,398471869,390m,3,138443852,1,8.75,0.18,22.83
1916,398471869,390m,4,114215527,6,8.83,0.26,22.87
1917,398471869,390m,5,109496056,4,8.90,0.33,23.29
1918,398471869,390m,6,1490820003,2,8.87,0.30,23.35
1919,398471869,390m,7,134562594,5,8.80,0.23,23.47
1920,398471874,450m,1,246692463,3,6.67,0.00,25.15
1921,398471874,450m,2,127722450,5,6.83,0.16,25.96
1922,398471874,450m,3,238517597,8,6.96,0.29,26.30
1923,398471874,450m,4,222456687,7,6.92,0.25,26.35
1924,398471874,450m,5,230316214,1,6.76,0.09,26.37
1925,398471874,450m,6,219045751,2,6.92,0.25,26.37
1926,398471874,450m,7,220486594,6,6.76,0.09,26.64
1927,398471873,450m,1,253388769,1,6.62,0.00,25.39
1928,398471873,450m,2,212745829,4,6.76,0.14,25.42
1929,398471873,450m,3,230316220,6,6.84,0.22,25.71
1930,398471873,450m,4,197538303,7,6.80,0.18,25.80
1931,398471873,450m,5,121725486,8,7.03,0.41,25.92
1932,398471873,450m,6,230662409,3,6.96,0.34,25.97
1933,398471873,450m,7,184224224,2,6.83,0.21,26.13
1934,398471872,450m,1,118714005,1,6.83,0.07,25.86
1935,398471872,450m,2,1950700056,6,6.76,0.00,26.12
1936,398471872,450m,3,118013574,2,6.80,0.04,26.22
1937,398471872,450m,4,1295000026,5,6.89,0.13,26.26
1938,398471872,450m,5,1328590008,4,7.10,0.34,26.44
1939,398471872,450m,6,1092420114,3,6.99,0.23,26.52
1940,398471871,450m,1,162212288,6,6.66,0.00,25.36
1941,398471871,450m,2,123941400,7,6.78,0.12,25.41
1942,398471871,450m,3,126153833,8,6.87,0.21,25.68
1943,398471871,450m,4,179535909,5,6.94,0.28,25.96
1944,398471871,450m,5,1184050057,3,6.82,0.16,26.02
1945,398471871,450m,6,1426150022,1,6.98,0.32,26.19
1946,398471871,450m,7,1464560012,2,7.01,0.35,26.22
1947,398471871,450m,8,1426150033,4,7.20,0.54,26.37
1948,398471863,390m,1,118013560,8,8.47,0.00,22.19
1949,398471863,390m,2,1417590019,6,8.73,0.26,22.40
1950,398471863,390m,3,111766592,7,8.49,0.02,22.64
1951,398471863,390m,4,1873790023,2,8.94,0.47,22.79
1952,398471863,390m,5,1770380021,4,8.98,0.51,23.06
1953,398471863,390m,6,1225610032,1,9.26,0.79,23.16
1954,398471870,450m,1,2145360013,1,6.50,0.00,25.28
1955,398471870,450m,2,167542428,8,6.66,0.16,25.40
1956,398471870,450m,3,2105700100,2,6.79,0.29,25.55
1957,398471870,450m,4,109032189,3,6.78,0.28,25.73
1958,398471870,450m,5,2043510004,7,6.84,0.34,25.74
1959,398471870,450m,6,124886334,6,6.85,0.35,25.77
1960,398471870,450m,7,1426150023,5,6.80,0.30,25.98
1961,398471870,450m,8,1748140030,4,7.27,0.77,26.30
1962,398471867,390m,1,221046714,1,8.54,0.14,22.26
1963,398471867,390m,2,222371861,5,8.40,0.00,22.30
1964,398471867,390m,3,227854802,4,8.59,0.19,22.36
1965,398471867,390m,4,1474730025,6,8.79,0.39,22.61
1966,398471867,390m,5,202027751,2,8.66,0.26,22.86
1967,398471867,390m,6,198170053,3,8.63,0.23,23.05
1968,398471867,390m,7,229745575,8,8.47,0.07,23.22
1969,398471867,390m,8,195714148,7,8.44,0.04,23.42
1970,398471864,390m,1,1663900032,7,8.57,0.20,22.35
1971,398471864,390m,2,137422314,1,8.37,0.00,22.42
1972,398471864,390m,3,206889956,2,8.67,0.30,22.46
1973,398471864,390m,4,204133455,3,8.78,0.41,22.57
1974,398471864,390m,5,1206220142,6,8.66,0.29,22.63
1975,398471864,390m,6,206889957,4,8.59,0.22,22.66
1976,398471864,390m,7,128010528,5,8.76,0.39,22.68
1977,398471864,390m,8,206889958,8,8.56,0.19,22.71
1978,398471865,390m,1,1881130011,5,8.67,0.28,22.31
1979,398471865,390m,2,118703009,3,8.39,0.00,22.40
1980,398471865,390m,3,137422310,6,8.53,0.14,22.41
1981,398471865,390m,4,1550070062,7,8.71,0.32,22.44
1982,398471865,390m,5,1673780024,8,9.06,0.67,22.69
1983,398471866,390m,1,182294362,5,8.41,0.00,22.11
1984,398471866,390m,2,167548935,6,8.76,0.35,22.46
1985,398471866,390m,3,167542426,2,8.84,0.43,22.56
1986,398471866,390m,4,1281000021,4,8.62,0.21,22.62
1987,398471866,390m,5,1182140089,1,8.83,0.42,22.71
1988,398471866,390m,6,1284200017,3,8.88,0.47,22.76
1989,398471866,390m,7,1346610002,8,8.87,0.46,22.82
1990,398471866,390m,8,1897860012,7,8.95,0.54,23.02
1991,513447353,390m,1,332166529,8,8.43,0.00,22.23
1992,513447353,390m,2,287325514,5,8.75,0.32,22.70
1993,513447353,390m,3,315223240,4,8.90,0.47,22.73
1994,513447353,390m,4,358059192,1,9.08,0.65,22.85
1995,513447353,390m,5,328351908,3,9.29,0.86,23.02
1996,513447353,390m,6,328328353,2,8.76,0.33,23.08
1997,513447353,390m,7,347752136,7,9.36,0.93,23.38
1998,513447355,450m,1,333962098,7,6.75,0.00,25.35
1999,513447355,450m,2,342844824,1,6.84,0.09,25.68
2000,513447355,450m,3,332166530,8,7.01,0.26,26.08
2001,513447355,450m,4,335094360,3,6.84,0.09,26.10
2002,513447355,450m,5,308488750,4,7.10,0.35,26.24
2003,513447355,450m,6,286133128,5,7.31,0.56,26.40
2004,513447352,390m,1,318755741,4,8.70,0.23,22.49
2005,513447352,390m,2,340654462,5,8.82,0.35,22.52
2006,513447352,390m,3,312534828,3,8.58,0.11,22.56
2007,513447352,390m,4,312553419,8,8.54,0.07,22.77
2008,513447352,390m,5,199820851,2,8.47,0.00,22.79
2009,513447352,390m,6,323776767,6,8.84,0.37,23.20
2010,513447352,390m,7,344428986,7,8.80,0.33,23.23
2011,513447354,450m,1,282304484,2,6.71,0.00,25.53
2012,513447354,450m,2,222371860,8,6.92,0.21,25.72
2013,513447354,450m,3,331308296,7,6.87,0.16,25.80
2014,513447354,450m,4,284813009,6,6.78,0.07,25.85
2015,513447354,450m,5,254393775,4,6.80,0.09,25.88
2016,513447354,450m,6,292396129,1,7.03,0.32,26.19
2017,513447354,450m,7,234617805,3,7.06,0.35,26.19
2018,513447348,450m,1,289026914,5,6.67,0.00,25.24
2019,513447348,450m,2,212744651,6,6.71,0.04,25.36
2020,513447348,450m,3,327379030,8,6.82,0.15,25.61
2021,513447348,450m,4,314367495,7,6.80,0.13,25.67
2022,513447348,450m,5,296110055,2,6.71,0.04,25.83
2023,513447348,450m,6,298886087,1,6.82,0.15,26.12
2024,509336386,450m,1,287560991,8,6.52,0.00,25.11
2025,509336386,450m,2,184224218,6,6.86,0.34,25.71
2026,509336386,450m,3,352477047,5,6.57,0.05,25.73
2027,509336386,450m,4,284813014,3,6.82,0.30,25.92
2028,509336386,450m,5,240419885,7,6.82,0.30,25.95
2029,509336386,450m,6,326538273,1,6.87,0.35,25.96
2030,509336386,450m,7,235409381,2,6.85,0.33,26.29
2031,513447350,450m,1,300177158,2,6.75,0.00,25.69
2032,513447350,450m,2,340654459,1,6.79,0.04,25.77
2033,513447350,450m,3,287325519,8,6.82,0.07,26.03
2034,513447350,450m,4,287325520,7,7.10,0.35,26.06
2035,513447350,450m,5,293039911,3,7.26,0.51,26.25
2036,513447350,450m,6,188361973,4,7.12,0.37,26.43
2037,513447349,450m,1,198170051,5,6.54,0.00,25.22
2038,513447349,450m,2,227854802,4,6.80,0.26,25.51
2039,513447349,450m,3,221747123,2,6.81,0.27,25.52
2040,513447349,450m,4,214384921,6,6.85,0.31,25.57
2041,513447349,450m,5,221046711,7,6.82,0.28,25.69
2042,513447351,390m,1,264508969,2,8.46,0.07,22.23
2043,513447351,390m,2,340654461,8,8.57,0.18,22.29
2044,513447351,390m,3,326538277,1,8.39,0.00,22.32
2045,513447351,390m,4,333962094,6,8.64,0.25,22.50
2046,513447351,390m,5,240419881,3,8.78,0.39,22.58
2047,513447351,390m,6,300896160,4,8.67,0.28,22.62
2048,513447351,390m,7,308817407,5,8.88,0.49,22.83
2049,513447351,390m,8,224008140,7,8.78,0.39,22.86
2050,513447345,390m,1,222371861,8,8.45,0.01,22.09
2051,513447345,390m,2,273937282,6,8.44,0.00,22.27
2052,513447345,390m,3,144574082,3,8.62,0.18,22.46
2053,513447345,390m,4,223670954,4,8.66,0.22,22.53
2054,513447346,390m,1,312534829,2,8.32,0.00,21.98
2055,513447346,390m,2,253386766,4,8.50,0.18,22.09
2056,513447346,390m,3,224871348,8,8.65,0.33,22.16
2057,513447346,390m,4,121763555,1,8.66,0.34,22.36
2058,513447346,390m,5,203248212,3,8.58,0.26,23.35
2059,513447347,390m,1,162212283,2,8.59,0.11,22.52
2060,513447347,390m,2,137422310,7,8.48,0.00,22.56
2061,513447347,390m,3,195714153,5,8.69,0.21,22.60
2062,513447347,390m,4,118713977,3,8.81,0.33,22.82
2063,513447347,390m,5,222064245,4,8.80,0.32,22.87
2064,513447347,390m,6,121763556,6,8.83,0.35,22.94
2065,513447347,390m,7,1880940003,1,8.82,0.34,23.03
2066,441031808,390m,1,238517585,1,8.83,0.16,23.09
2067,441031808,390m,2,256281045,8,8.95,0.28,23.11
2068,441031808,390m,3,2145360029,6,8.67,0.00,23.19
2069,441031808,390m,4,289026903,3,8.72,0.05,23.28
2070,441031808,390m,5,289026904,5,8.79,0.12,23.28
2071,441031808,390m,6,283562002,7,8.83,0.16,23.32
2072,441031808,390m,7,177059927,2,8.84,0.17,23.32
2073,441031808,390m,8,198065858,4,9.07,0.40,23.94
2074,441031814,450m,1,289026901,8,6.82,0.11,25.92
2075,441031814,450m,2,256198377,1,6.89,0.18,26.17
2076,441031814,450m,3,157501422,7,6.87,0.16,26.21
2077,441031814,450m,4,119991048,5,6.96,0.25,26.30
2078,441031814,450m,5,266985906,2,6.99,0.28,26.47
2079,441031814,450m,6,184224220,6,6.71,0.00,26.47
2080,441031814,450m,7,251120739,4,7.00,0.29,26.53
2081,441031814,450m,8,289026905,3,7.07,0.36,26.84
2082,441031805,390m,1,141319585,4,8.59,0.15,22.81
2083,441031805,390m,2,148673768,7,8.78,0.34,22.83
2084,441031805,390m,3,135412285,1,8.44,0.00,22.91
2085,441031805,390m,4,2035650009,2,8.79,0.35,22.95
2086,441031805,390m,5,197538309,8,8.58,0.14,22.95
2087,441031805,390m,6,960930000,3,8.69,0.25,22.96
2088,441031805,390m,7,1346570020,5,8.71,0.27,23.06
2089,441031805,390m,8,114244038,6,8.62,0.18,23.06
2090,441031813,450m,1,289026902,7,6.74,0.01,25.88
2091,441031813,450m,2,219044248,3,6.73,0.00,26.07
2092,441031813,450m,3,141319087,8,6.94,0.21,26.24
2093,441031813,450m,4,256288608,5,6.87,0.14,26.65
2094,441031813,450m,5,230054239,1,6.78,0.05,26.65
2095,441031813,450m,6,250556626,2,6.74,0.01,26.72
2096,441031813,450m,7,276938273,6,6.76,0.03,26.76
2097,441031813,450m,8,126153849,4,6.90,0.17,26.87
2098,441031812,450m,1,203248197,1,6.72,0.00,25.85
2099,441031812,450m,2,208823814,3,6.87,0.15,25.91
2100,441031812,450m,3,887800019,8,6.76,0.04,25.97
2101,441031812,450m,4,198169053,5,6.86,0.14,26.21
2102,441031812,450m,5,1060190057,6,7.03,0.31,26.24
2103,441031812,450m,6,241014068,4,6.81,0.09,26.29
2104,441031812,450m,7,234331230,2,7.02,0.30,26.31
2105,441031812,450m,8,597480004,7,7.07,0.35,26.37
2106,441031810,450m,1,238517597,4,6.69,0.00,25.45
2107,441031810,450m,2,115151858,6,6.73,0.04,26.07
2108,441031810,450m,3,198170055,2,6.90,0.21,26.11
2109,441031810,450m,4,2099800014,5,6.90,0.21,26.11
2110,441031810,450m,5,118762554,7,6.91,0.22,26.15
2111,441031810,450m,6,1517480003,1,7.15,0.46,26.25
2112,441031810,450m,7,204414095,3,7.12,0.43,26.25
2113,441031810,450m,8,195110446,8,6.87,0.18,26.30
2114,441031811,450m,1,1780150002,2,6.80,0.00,26.01
2115,441031811,450m,2,894980012,3,6.88,0.08,26.28
2116,441031811,450m,3,1945060003,4,7.12,0.32,26.40
2117,441031811,450m,4,747390017,5,6.93,0.13,26.41
2118,441031811,450m,5,126531105,1,6.84,0.04,26.53
2119,441031811,450m,6,1426150037,6,6.96,0.16,26.62
2120,441031811,450m,7,1426150022,8,6.87,0.07,26.64
2121,441031811,450m,8,251075671,7,6.98,0.18,26.67
2122,441031809,450m,1,145207338,3,6.66,0.00,25.76
2123,441031809,450m,2,1896150001,2,6.70,0.04,25.85
2124,441031809,450m,3,230054197,8,6.95,0.29,25.93
2125,441031809,450m,4,1950680042,6,6.80,0.14,25.94
2126,441031809,450m,5,1784920017,1,6.78,0.12,26.02
2127,441031809,450m,6,109496057,5,6.71,0.05,26.09
2128,441031809,450m,7,167548931,4,6.79,0.13,26.22
2129,441031809,450m,8,167542428,7,6.81,0.15,26.29
2130,441031807,390m,1,230053246,1,8.96,0.50,22.67
2131,441031807,390m,2,2131760047,6,8.46,0.00,22.72
2132,441031807,390m,3,234331231,2,9.03,0.57,22.77
2133,441031807,390m,4,219045251,5,8.47,0.01,22.78
2134,441031807,390m,5,289026900,8,9.12,0.66,22.89
2135,441031807,390m,6,172047915,7,9.03,0.57,22.90
2136,441031807,390m,7,1206220116,4,9.26,0.80,23.50
2137,441031806,390m,1,160105573,6,8.39,0.00,22.29
2138,441031806,390m,2,262316590,5,8.71,0.32,22.54
2139,441031806,390m,3,208823815,3,8.67,0.28,22.75
2140,441031806,390m,4,198169054,4,8.92,0.53,22.79
2141,441031806,390m,5,167542427,2,8.99,0.60,22.89
2142,441031806,390m,6,120321675,1,8.71,0.32,22.94
2143,441031806,390m,7,121763556,8,8.82,0.43,22.94
2144,441031806,390m,8,112926414,7,8.89,0.50,23.51
2145,441031803,390m,1,189149559,2,8.35,0.00,22.32
2146,441031803,390m,2,1281000031,8,8.77,0.42,22.70
2147,441031803,390m,3,1510090023,1,8.84,0.49,22.82
2148,441031803,390m,4,118013571,4,8.74,0.39,22.82
2149,441031803,390m,5,2112520003,3,8.70,0.35,22.88
2150,441031803,390m,6,228102299,6,9.16,0.81,22.89
2151,441031803,390m,7,118013567,7,8.98,0.63,22.93
2152,441031803,390m,8,160332041,5,9.31,0.96,23.87
2153,441031804,390m,1,110526616,4,8.44,0.00,22.74
2154,441031804,390m,2,113532150,7,8.62,0.18,22.82
2155,441031804,390m,3,203063323,2,8.76,0.32,22.84
2156,441031804,390m,4,1940410003,1,8.69,0.25,23.03
2157,441031804,390m,5,201710122,5,8.70,0.26,23.07
2158,441031804,390m,6,1281000021,6,8.63,0.19,23.11
2159,441031804,390m,7,127818134,3,8.71,0.27,23.13
2160,441031804,390m,8,1997140003,8,9.11,0.67,24.22
2161,317826890,450m,1,172647607,1,6.69,0.00,25.28
2162,317826890,450m,2,1873790005,3,6.78,0.09,25.61
2163,317826890,450m,3,2099800054,4,6.90,0.21,25.71
2164,317826890,450m,4,177418630,8,6.87,0.18,25.81
2165,317826890,450m,5,147858645,7,7.08,0.39,26.00
2166,317826890,450m,6,155646678,6,6.95,0.26,26.26
2167,317826890,450m,7,141318081,2,7.20,0.51,26.50
2168,317826892,450m,1,135412284,1,6.71,0.00,25.25
2169,317826892,450m,2,177418634,8,6.96,0.25,25.75
2170,317826892,450m,3,2099800058,4,7.15,0.44,26.11
2171,317826892,450m,4,1766780007,2,6.96,0.25,26.12
2172,317826892,450m,5,1820620004,7,7.14,0.43,26.30
2173,317826892,450m,6,1974570028,6,7.28,0.57,26.55
2174,317826891,450m,1,138443839,2,6.75,0.01,26.13
2175,317826891,450m,2,1974570013,6,6.96,0.22,26.17
2176,317826891,450m,3,2099800057,3,6.96,0.22,26.20
2177,317826891,450m,4,139716878,5,6.74,0.00,26.26
2178,317826891,450m,5,153502392,4,7.10,0.36,26.40
2179,317826891,450m,6,152915726,1,7.14,0.40,26.58
2180,317826893,450m,1,141674787,1,6.48,0.00,25.11
2181,317826893,450m,2,177418632,4,6.76,0.28,25.69
2182,317826893,450m,3,2043510010,6,6.88,0.40,25.69
2183,317826893,450m,4,134564094,2,6.92,0.44,26.14
2184,317826893,450m,5,1246780005,7,7.06,0.58,26.29
2185,317826893,450m,6,132384241,3,7.03,0.55,26.45
2186,317826893,450m,7,1706010001,5,7.17,0.69,26.85
2187,317826893,450m,8,159733334,8,6.92,0.44,26.86
2188,317826886,450m,1,2027120017,3,6.56,0.00,25.37
2189,317826886,450m,2,156017454,4,6.56,0.00,25.57
2190,317826886,450m,3,986310037,5,6.72,0.16,25.75
2191,317826886,450m,4,118013559,1,6.84,0.28,25.75
2192,317826886,450m,5,1281000029,7,6.65,0.09,25.95
2193,317826886,450m,6,1364540000,6,6.65,0.09,25.98
2194,317826886,450m,7,1490890007,8,6.69,0.13,26.07
2195,317826886,450m,8,1575110008,2,6.90,0.34,26.11
2196,317826888,450m,1,2112520022,5,6.64,0.00,25.60
2197,317826888,450m,2,1260910124,3,6.68,0.04,25.71
2198,317826888,450m,3,2145330033,4,6.79,0.15,25.81
2199,317826888,450m,4,820830008,7,6.69,0.05,25.82
2200,317826888,450m,5,1486670036,8,6.93,0.29,26.03
2201,317826888,450m,6,1343120001,2,6.82,0.18,26.10
2202,317826888,450m,7,1460040081,6,6.78,0.14,26.39
2203,317826888,450m,8,1550070067,1,6.84,0.20,26.46
2204,317826889,450m,1,2088870017,7,6.64,0.00,25.43
2205,317826889,450m,2,1448780006,8,6.64,0.00,25.45
2206,317826889,450m,3,611160005,4,6.96,0.32,25.85
2207,317826889,450m,4,1209110013,3,6.76,0.12,25.93
2208,317826889,450m,5,1733580002,6,6.89,0.25,25.94
2209,317826889,450m,6,962780020,1,7.24,0.60,25.96
2210,317826889,450m,7,108390904,2,6.92,0.28,26.03
2211,317826889,450m,8,1340420006,5,6.85,0.21,26.14
2212,317826887,450m,1,1464530001,5,6.71,0.00,25.09
2213,317826887,450m,2,130247007,4,6.99,0.28,25.32
2214,317826887,450m,3,1772800019,6,7.04,0.33,25.61
2215,317826887,450m,4,1328590007,1,7.18,0.47,25.87
2216,317826887,450m,5,820830002,2,7.15,0.44,25.88
2217,317826887,450m,6,1881130148,3,7.15,0.44,25.88
2218,317826887,450m,7,1929950000,7,7.11,0.40,25.99
2219,317826887,450m,8,1931710010,8,7.13,0.42,26.04
2220,317826896,450m,1,2027140020,6,6.60,0.00,25.34
2221,317826896,450m,2,134832144,1,6.85,0.25,25.53
2222,317826896,450m,3,2099800014,7,6.87,0.27,25.77
2223,317826896,450m,4,2099800022,8,6.92,0.32,25.81
2224,317826896,450m,5,2035650009,4,6.85,0.25,25.87
2225,317826896,450m,6,137422818,3,6.60,0.00,25.97
2226,317826896,450m,7,129970424,5,7.01,0.41,26.06
2227,317826896,450m,8,118021626,2,7.01,0.41,26.61
2228,317826885,390m,1,1550070048,4,8.37,0.00,21.99
2229,317826885,390m,2,1873790008,3,8.55,0.18,22.33
2230,317826885,390m,3,134562589,8,8.62,0.25,22.39
2231,317826885,390m,4,1881130139,1,8.76,0.39,22.50
2232,317826885,390m,5,1156230068,5,8.83,0.46,22.77
2233,317826885,390m,6,1426150033,2,9.02,0.65,22.92
2234,317826885,390m,7,1550710016,6,9.07,0.70,23.32
2235,317826894,390m,1,124885788,1,8.44,0.04,22.22
2236,317826894,390m,2,820830001,2,8.40,0.00,22.26
2237,317826894,390m,3,931500041,8,8.59,0.19,22.38
2238,317826894,390m,4,148673775,4,8.72,0.32,22.65
2239,317826894,390m,5,1258790003,5,8.82,0.42,22.68
2240,317826894,390m,6,956330046,3,8.70,0.30,22.87
2241,317826894,390m,7,118013560,6,8.83,0.43,22.91
2242,317826894,390m,8,637140004,7,8.83,0.43,23.04
2243,317826895,390m,1,2035650006,4,8.39,0.00,22.27
2244,317826895,390m,2,954250051,3,8.48,0.09,22.40
2245,317826895,390m,3,1158650005,1,8.60,0.21,22.47
2246,317826895,390m,4,1182160100,2,8.71,0.32,22.51
2247,317826895,390m,5,872550002,7,8.51,0.12,22.52
2248,317826895,390m,6,2145330031,5,8.83,0.44,22.55
2249,317826895,390m,7,1417610034,6,8.71,0.32,22.62
2250,317826895,390m,8,1354320010,8,8.78,0.39,22.82
2251,376818141,450m,1,212745829,8,6.63,0.04,25.78
2252,376818141,450m,2,145207340,5,6.61,0.02,25.81
2253,376818141,450m,3,230317221,1,6.70,0.11,25.85
2254,376818141,450m,4,230662407,2,6.77,0.18,25.95
2255,376818141,450m,5,121715962,4,6.87,0.28,26.01
2256,376818141,450m,6,195714147,3,6.59,0.00,26.07
2257,376818141,450m,7,1845620012,7,6.71,0.12,26.18
2258,376818141,450m,8,197538323,6,6.88,0.29,26.27
2259,376818137,390m,1,141674790,5,8.41,0.05,22.15
2260,376818137,390m,2,1426150033,6,8.48,0.12,22.29
2261,376818137,390m,3,1591690015,1,8.36,0.00,22.37
2262,376818137,390m,4,123941403,8,8.62,0.26,22.40
2263,376818137,390m,5,145207342,2,8.52,0.16,22.41
2264,376818137,390m,6,121763541,3,8.63,0.27,22.43
2265,376818137,390m,7,113531648,4,8.65,0.29,22.53
2266,376818137,390m,8,1590360007,7,8.54,0.18,22.60
2267,376818132,450m,1,170757844,4,6.59,0.00,25.13
2268,376818132,450m,2,208823816,1,6.68,0.09,25.50
2269,376818132,450m,3,121715964,7,6.85,0.26,25.58
2270,376818132,450m,4,2043510004,6,6.77,0.18,25.67
2271,376818132,450m,5,1295030008,8,6.75,0.16,25.73
2272,376818132,450m,6,1780150002,3,6.84,0.25,25.78
2273,376818132,450m,7,1986960008,5,6.77,0.18,25.99
2274,376818132,450m,8,109032161,2,6.77,0.18,26.05
2275,376818133,450m,1,167548939,7,6.56,0.00,24.96
2276,376818133,450m,2,2043510008,2,6.84,0.28,25.45
2277,376818133,450m,3,126153842,8,6.77,0.21,25.70
2278,376818133,450m,4,170786896,1,6.92,0.36,25.85
2279,376818133,450m,5,204133452,3,6.77,0.21,25.91
2280,376818133,450m,6,2099800058,4,7.06,0.50,25.97
2281,376818133,450m,7,120344221,6,6.85,0.29,26.00
2282,374051314,650m,1,109043151,7,17.07,0.00,37.34
2283,374051314,650m,2,1929620002,3,17.49,0.42,37.57
2284,374051314,650m,3,199820855,1,17.67,0.60,37.64
2285,374051314,650m,4,109975011,6,17.75,0.68,37.74
2286,374051314,650m,5,203248206,5,17.60,0.53,37.94
2287,374051314,650m,6,124225461,8,17.58,0.51,37.97
2288,374051314,650m,7,1524380048,2,18.10,1.03,38.11
2289,374051314,650m,8,1550040020,4,17.82,0.75,38.44
2290,376818140,450m,1,1721190126,1,6.78,0.18,25.61
2291,376818140,450m,2,230053266,6,6.67,0.07,25.73
2292,376818140,450m,3,2032450073,3,6.60,0.00,25.76
2293,376818140,450m,4,1510090023,7,6.71,0.11,25.77
2294,376818140,450m,5,1683580003,4,6.85,0.25,25.87
2295,376818140,450m,6,887800022,5,6.71,0.11,25.91
2296,376818139,450m,1,109043154,4,6.63,0.00,25.32
2297,376818139,450m,2,195714150,1,6.79,0.16,25.48
2298,376818139,450m,3,1493550015,8,6.82,0.19,25.66
2299,376818139,450m,4,111276685,7,6.84,0.21,25.69
2300,376818139,450m,5,109032166,2,6.83,0.20,25.84
2301,376818139,450m,6,1560320013,6,6.77,0.14,26.06
2302,376818139,450m,7,156017423,3,6.98,0.35,26.08
2303,376155822,450m,1,126751503,4,6.59,0.08,25.45
2304,376155822,450m,2,124225460,6,6.66,0.15,25.47
2305,376155822,450m,3,222371856,2,6.85,0.34,25.50
2306,376155822,450m,4,184224221,7,6.71,0.20,25.59
2307,376155822,450m,5,208823818,3,6.51,0.00,25.64
2308,376155822,450m,6,1490820101,5,6.58,0.07,25.67
2309,376155822,450m,7,135412284,1,6.51,0.00,25.73
2310,376155822,450m,8,136703870,8,6.51,0.00,25.86
2311,376818135,390m,1,136703868,8,8.24,0.01,21.71
2312,376818135,390m,2,2112520023,7,8.23,0.00,21.90
2313,376818135,390m,3,111276148,3,8.45,0.22,21.94
2314,376818135,390m,4,1360050005,2,8.41,0.18,22.25
2315,376818135,390m,5,1550070067,6,8.45,0.22,22.37
2316,376818135,390m,6,1360050010,5,8.58,0.35,22.41
2317,376818135,390m,7,1360050008,4,8.54,0.31,22.44
2318,376818135,390m,8,130879764,1,8.65,0.42,22.45
2319,376818134,450m,1,222371859,8,6.53,0.00,25.37
2320,376818134,450m,2,137764981,5,6.57,0.04,25.39
2321,376818134,450m,3,137769491,7,6.69,0.16,25.49
2322,376818134,450m,4,1897860033,3,6.97,0.44,25.61
2323,376818134,450m,5,122462443,6,6.86,0.33,25.68
2324,376818134,450m,6,1241510041,2,6.97,0.44,26.08
2325,376818134,450m,7,1880940003,4,6.65,0.12,26.37
2326,376818134,450m,8,124225456,1,6.72,0.19,26.51
2327,376818136,390m,1,1706010009,7,8.44,0.18,22.14
2328,376818136,390m,2,2130570029,5,8.57,0.31,22.18
2329,376818136,390m,3,198170059,3,8.44,0.18,22.21
2330,376818136,390m,4,2131520022,8,8.26,0.00,22.22
2331,376818136,390m,5,150855616,2,8.56,0.30,22.29
2332,376818136,390m,6,135412290,1,8.59,0.33,22.41
2333,376818136,390m,7,1744350006,4,8.69,0.43,22.54
2334,376818136,390m,8,1493550013,6,8.62,0.36,22.71
2335,376818138,390m,1,1281000021,3,8.47,0.00,22.30
2336,376818138,390m,2,1346610002,4,8.59,0.12,22.39
2337,376818138,390m,3,886330087,6,8.54,0.07,22.50
2338,376818138,390m,4,109975012,2,8.68,0.21,22.53
2339,376818138,390m,5,1306220024,8,8.86,0.39,22.60
2340,376818138,390m,6,1419080027,5,8.79,0.32,22.73
2341,376818138,390m,7,1209110003,7,8.86,0.39,22.79
2342,376818138,390m,8,2131520010,1,8.68,0.21,22.85
2343,158208285,450m,1,1520750004,6,6.81,0.11,25.83
2344,158208285,450m,2,1107900056,8,7.03,0.33,26.00
2345,158208285,450m,3,1266460000,1,7.07,0.37,26.15
2346,158208285,450m,4,1393910031,3,6.70,0.00,26.17
2347,158208285,450m,5,1199430057,5,6.95,0.25,26.18
2348,158208285,450m,6,1092420114,2,7.12,0.42,26.29
2349,158208285,450m,7,744220031,7,6.98,0.28,26.42
2350,158208285,450m,8,1136220027,4,7.09,0.39,26.44
2351,158208296,390m,1,1328590007,2,8.74,0.29,22.53
2352,158208296,390m,2,1345270009,6,8.45,0.00,22.58
2353,158208296,390m,3,833710016,4,8.59,0.14,22.59
2354,158208296,390m,4,762940008,3,8.66,0.21,22.67
