,race_id,dist,place,dog_id,box,split_times,split_margins,run_time
19411,373673382,450m,2,1260910124,6,6.66,0.00,25.74
19412,373673382,450m,3,1206250144,4,6.77,0.11,25.76
19413,373673382,450m,4,1308890004,8,6.87,0.21,25.88
19414,373673382,450m,5,1683580002,5,6.85,0.19,25.93
19415,373673382,450m,6,1241510041,1,7.05,0.39,26.10
19416,373673382,450m,7,-748690,2,7.19,0.53,26.11
19417,373673382,450m,8,1136220022,3,6.89,0.23,26.15
19418,373673380,450m,1,114599744,3,6.52,0.00,25.00
19419,373673380,450m,2,135412288,6,6.61,0.09,25.11
19420,373673380,450m,3,230053266,8,6.63,0.11,25.38
19421,373673380,450m,4,1328610004,2,6.72,0.20,25.46
19422,373673380,450m,5,1360050005,7,6.63,0.11,25.69
19423,373673380,450m,6,1474670057,4,6.73,0.21,25.70
19424,373673380,450m,7,1295000010,1,7.11,0.59,25.73
19425,373673380,450m,8,1328570005,5,6.76,0.24,25.83
19426,370420145,390m,1,136703870,8,8.26,0.00,21.93
19427,370420145,390m,2,2043510004,5,8.74,0.48,22.16
19428,370420145,390m,3,126153827,6,8.55,0.29,22.23
19429,370420145,390m,4,2131500010,7,8.54,0.28,22.31
19430,370420145,390m,5,198170051,2,8.98,0.72,22.60
19431,370420145,390m,6,141674790,4,9.05,0.79,22.61
19432,370420145,390m,7,1155400003,3,8.77,0.51,22.83
19433,370420145,390m,8,208823818,1,8.84,0.58,22.91
19434,373673381,450m,1,1663890044,8,6.75,0.07,25.40
19435,373673381,450m,2,114215509,4,6.68,0.00,25.82
19436,373673381,450m,3,204133452,7,6.87,0.19,25.89
19437,373673381,450m,4,124225456,3,7.15,0.47,25.99
19438,373673381,450m,5,184224221,2,6.89,0.21,26.43
19439,373673381,450m,6,133786041,1,7.05,0.37,26.46
19440,373673381,450m,7,2115370000,6,6.96,0.28,26.66
19441,373673376,390m,1,198170054,8,8.29,0.00,22.02
19442,373673376,390m,2,203248212,3,8.52,0.23,22.35
19443,373673376,390m,3,163734337,1,8.59,0.30,22.43
19444,373673376,390m,4,144574080,5,8.76,0.47,22.54
19445,373673376,390m,5,198170052,4,8.80,0.51,22.59
19446,373673376,390m,6,2035650010,6,8.83,0.54,22.61
19447,373673376,390m,7,1419170035,7,8.97,0.68,22.77
19448,373673376,390m,8,162204764,2,9.04,0.75,22.84
19449,373673377,390m,1,204414089,1,8.16,0.00,21.98
19450,373673377,390m,2,1574540007,6,8.48,0.32,22.04
19451,373673377,390m,3,114599745,8,8.60,0.44,22.23
19452,373673377,390m,4,1706010011,3,8.56,0.40,22.36
19453,373673377,390m,5,2130570029,7,8.83,0.67,22.60
19454,373673377,390m,6,1510090023,5,8.83,0.67,22.67
19455,373673377,390m,7,1435640033,4,8.90,0.74,22.69
19456,373673377,390m,8,1206220142,2,8.81,0.65,22.81
19457,373673378,390m,1,208823816,2,8.47,0.00,22.35
19458,373673378,390m,2,1426150033,1,8.55,0.08,22.37
19459,373673378,390m,3,1346610002,3,8.65,0.18,22.49
19460,373673378,390m,4,1496820008,8,8.58,0.11,22.52
19461,373673378,390m,5,1295000016,7,8.48,0.01,22.60
19462,373673378,390m,6,167542428,5,8.84,0.37,22.63
19463,373673378,390m,7,109975017,4,8.86,0.39,22.84
19464,373673383,390m,1,592760069,6,8.52,0.14,22.33
19465,373673383,390m,2,992550058,4,8.66,0.28,22.42
19466,373673383,390m,3,887800022,7,8.69,0.31,22.44
19467,373673383,390m,4,756890045,8,8.38,0.00,22.46
19468,373673383,390m,5,886330087,5,8.52,0.14,22.51
19469,373673383,390m,6,887800020,3,8.88,0.50,22.67
19470,373673383,390m,7,1245880020,2,8.67,0.29,22.73
19471,373673383,390m,8,887800019,1,8.97,0.59,22.81
19472,315881012,450m,1,2099800014,8,6.64,0.05,25.86
19473,315881012,450m,2,131737950,1,6.63,0.04,25.89
19474,315881012,450m,3,1823630027,3,6.59,0.00,26.26
19475,315881012,450m,4,126531074,6,6.73,0.14,26.46
19476,315881012,450m,5,184228724,4,6.81,0.22,26.60
19477,315881012,450m,6,141319087,7,6.74,0.15,26.99
19478,315881012,450m,7,1974570013,5,6.74,0.15,27.12
19479,315881012,450m,8,1974570028,2,6.74,0.15,27.12
19480,315881010,390m,1,177059923,8,8.61,0.19,22.40
19481,315881010,390m,2,1881150215,6,8.42,0.00,22.51
19482,315881010,390m,3,126751506,3,8.65,0.23,22.62
19483,315881010,390m,4,147858640,7,8.58,0.16,22.70
19484,315881010,390m,5,1247550003,4,8.65,0.23,22.81
19485,315881010,390m,6,1464560005,5,8.97,0.55,22.92
19486,315881010,390m,7,181942160,1,9.00,0.58,23.03
19487,315881010,390m,8,2009740008,2,9.27,0.85,23.25
19488,315881011,450m,1,2105700100,5,6.70,0.02,25.57
19489,315881011,450m,2,134832144,4,6.68,0.00,25.71
19490,315881011,450m,3,137422820,1,6.77,0.09,25.89
19491,315881011,450m,4,137422310,7,6.79,0.11,26.02
19492,315881011,450m,5,1281000020,6,6.77,0.09,26.09
19493,315881011,450m,6,128010528,8,6.77,0.09,26.12
19494,315881011,450m,7,2099800022,2,6.81,0.13,26.16
19495,315881011,450m,8,177059924,3,6.95,0.27,26.19
19496,315881007,450m,1,896030003,7,6.78,0.11,25.62
19497,315881007,450m,2,820830008,8,6.67,0.00,25.63
19498,315881007,450m,3,250490119,6,6.71,0.04,25.76
19499,315881007,450m,4,763790008,1,6.86,0.19,25.89
19500,315881007,450m,5,275790155,5,6.74,0.07,26.08
19501,315881007,450m,6,888610018,2,6.95,0.28,26.10
19502,315881007,450m,7,611160005,3,7.06,0.39,26.22
19503,315881007,450m,8,642290468,4,7.06,0.39,26.50
19504,315881003,450m,1,135412288,5,6.69,0.04,25.49
19505,315881003,450m,2,2027120017,7,6.76,0.11,25.52
19506,315881003,450m,3,149399733,1,6.65,0.00,25.76
19507,315881003,450m,4,111276641,2,6.81,0.16,25.79
19508,315881003,450m,5,162212288,3,6.87,0.22,25.98
19509,315881003,450m,6,1897860037,6,6.90,0.25,26.07
19510,315881003,450m,7,1575110008,4,6.87,0.22,26.17
19511,315881003,450m,8,1281000029,8,6.81,0.16,26.17
19512,315881005,450m,1,109975014,2,6.67,0.01,25.59
19513,315881005,450m,2,1937340065,5,6.68,0.02,25.63
19514,315881005,450m,3,1701160014,7,6.66,0.00,25.63
19515,315881005,450m,4,-748690,6,6.93,0.27,25.93
19516,315881005,450m,5,1260910124,1,6.84,0.18,25.93
19517,315881005,450m,6,1295000071,8,6.93,0.27,26.13
19518,315881005,450m,7,2131500004,3,6.84,0.18,26.31
19519,315881006,450m,1,1426150021,5,6.60,0.00,25.50
19520,315881006,450m,2,1462790000,4,6.83,0.23,25.64
19521,315881006,450m,3,1209110013,1,6.74,0.14,25.64
19522,315881006,450m,4,1092420114,8,6.83,0.23,25.84
19523,315881006,450m,5,1295000074,2,6.76,0.16,25.91
19524,315881006,450m,6,1448780006,3,6.86,0.26,25.93
19525,315881006,450m,7,1575110011,6,6.90,0.30,26.19
19526,315881006,450m,8,1845620028,7,6.99,0.39,26.32
19527,315881004,450m,1,127722456,4,7.01,0.39,25.48
19528,315881004,450m,2,1752820054,7,6.62,0.00,25.56
19529,315881004,450m,3,1772800019,2,6.78,0.16,25.62
19530,315881004,450m,4,1486690056,8,6.99,0.37,25.64
19531,315881004,450m,5,2027120014,1,6.69,0.07,25.74
19532,315881004,450m,6,1510100008,3,6.85,0.23,25.85
19533,315881004,450m,7,135412291,6,6.99,0.37,25.98
19534,315881004,450m,8,1295000015,5,7.06,0.44,26.01
19535,315881001,390m,1,136721402,5,8.53,0.00,22.41
19536,315881001,390m,2,116082715,6,8.60,0.07,22.48
19537,315881001,390m,3,2035650006,7,8.58,0.05,22.63
19538,315881001,390m,4,1205430041,4,8.85,0.32,22.68
19539,315881001,390m,5,114215537,1,8.79,0.26,22.78
19540,315881001,390m,6,112926426,2,8.90,0.37,22.81
19541,315881001,390m,7,1281000004,8,9.06,0.53,23.03
19542,315881001,390m,8,2112520006,3,8.97,0.44,23.10
19543,315881002,390m,1,1284200071,2,8.36,0.00,22.47
19544,315881002,390m,2,1426150033,8,8.50,0.14,22.49
19545,315881002,390m,3,134562589,7,8.52,0.16,22.50
19546,315881002,390m,4,1156230068,4,8.64,0.28,22.66
19547,315881002,390m,5,1770380021,5,8.65,0.29,22.78
19548,315881008,390m,1,1362060083,3,8.25,0.00,22.02
19549,315881008,390m,2,1281000031,1,8.40,0.15,22.10
19550,315881008,390m,3,1258790003,2,8.41,0.16,22.13
19551,315881008,390m,4,130247007,6,8.61,0.36,22.16
19552,315881008,390m,5,1976880008,5,8.39,0.14,22.38
19553,315881008,390m,6,1360050005,7,8.59,0.34,22.43
19554,315881008,390m,7,126751503,8,8.68,0.43,22.47
19555,315881008,390m,8,144750004,4,8.71,0.46,22.52
19556,315881009,390m,1,1880940003,7,8.36,0.00,22.24
19557,315881009,390m,2,1360060008,8,8.54,0.18,22.36
19558,315881009,390m,3,124885788,2,8.59,0.23,22.48
19559,315881009,390m,4,1343120001,5,8.72,0.36,22.65
19560,315881009,390m,5,1591690015,3,8.66,0.30,22.69
19561,315881009,390m,6,1594950004,6,8.66,0.30,22.79
19562,315881009,390m,7,1199510005,1,8.55,0.19,22.82
19563,315881009,390m,8,1429080006,4,8.73,0.37,22.91
19564,429764331,390m,1,272751915,2,8.42,0.00,22.63
19565,429764331,390m,2,153502393,1,8.53,0.11,22.69
19566,429764331,390m,3,256281043,8,8.54,0.12,22.71
19567,429764331,390m,4,252734962,5,8.61,0.19,22.84
19568,429764331,390m,5,230317218,7,8.67,0.25,22.94
19569,429764331,390m,6,208441051,4,8.88,0.46,23.64
19570,429764332,390m,1,153505400,4,8.88,0.47,22.77
19571,429764332,390m,2,252734969,7,8.41,0.00,22.79
19572,429764332,390m,3,228717024,2,8.83,0.42,22.83
19573,429764332,390m,4,265782546,1,9.02,0.61,22.89
19574,429764332,390m,5,2145360029,5,9.06,0.65,23.68
19575,429764332,390m,6,235407884,8,9.11,0.70,23.78
19576,429764329,450m,1,246404331,8,6.70,0.00,26.13
19577,429764329,450m,2,262316607,1,6.72,0.02,26.13
19578,429764329,450m,3,265781045,5,6.86,0.16,26.45
19579,429764329,450m,4,243599875,4,6.86,0.16,26.62
19580,429764329,450m,5,226693482,7,6.79,0.09,26.65
19581,429764329,450m,6,262316609,2,6.88,0.18,26.72
19582,429764325,450m,1,263426803,6,6.61,0.00,25.41
19583,429764325,450m,2,264508970,7,6.92,0.31,25.78
19584,429764325,450m,3,204414592,8,6.87,0.26,25.88
19585,429764325,450m,4,262316116,4,6.82,0.21,26.24
19586,429764325,450m,5,219045251,5,6.91,0.30,26.35
19587,429764333,650m,1,208818809,2,17.84,0.18,37.97
19588,429764333,650m,2,145856635,4,18.36,0.70,38.22
19589,429764333,650m,3,1550070065,1,17.66,0.00,38.23
19590,429764333,650m,4,167542429,8,17.70,0.04,38.24
19591,429764333,650m,5,119991033,3,18.26,0.60,38.44
19592,429764333,650m,6,198170055,7,18.29,0.63,39.10
19593,429764327,450m,1,163762390,3,6.48,0.00,25.23
19594,429764327,450m,2,1811620010,6,6.76,0.28,25.47
19595,429764327,450m,3,242362260,4,6.81,0.33,25.67
19596,429764327,450m,4,204133452,1,6.94,0.46,25.68
19597,429764327,450m,5,198170053,8,6.94,0.46,25.71
19598,429764327,450m,6,208442554,7,6.76,0.28,25.80
19599,429764327,450m,7,166062984,5,6.88,0.40,25.84
19600,429764327,450m,8,164416709,2,7.01,0.53,26.00
19601,429764328,450m,1,210748191,3,6.94,0.36,25.65
19602,429764328,450m,2,212745829,5,6.81,0.23,25.72
19603,429764328,450m,3,109032161,7,6.79,0.21,25.89
19604,429764328,450m,4,167542426,6,6.58,0.00,25.90
19605,429764328,450m,5,1241510027,4,6.81,0.23,25.94
19606,429764328,450m,6,1426150023,2,6.97,0.39,26.07
19607,429764328,450m,7,156017447,1,6.90,0.32,26.10
19608,429764326,450m,1,235409380,1,6.56,0.02,25.31
19609,429764326,450m,2,108390904,6,6.59,0.05,25.39
19610,429764326,450m,3,137769491,8,6.54,0.00,25.49
19611,429764326,450m,4,254765022,3,6.72,0.18,25.54
19612,429764326,450m,5,137422402,2,6.80,0.26,25.61
19613,429764326,450m,6,212745243,7,6.82,0.28,25.73
19614,429764326,450m,7,197538303,5,6.73,0.19,25.74
19615,429764326,450m,8,1360050010,4,6.54,0.00,25.75
19616,429764334,390m,1,196374477,8,8.25,0.00,22.11
19617,429764334,390m,2,198170051,6,8.64,0.39,22.26
19618,429764334,390m,3,153502401,5,8.74,0.49,22.51
19619,429764334,390m,4,197548331,7,8.60,0.35,22.59
19620,429764334,390m,5,2043510007,4,8.85,0.60,22.60
19621,429764334,390m,6,121763555,3,8.78,0.53,22.64
19622,429764334,390m,7,968060018,2,8.75,0.50,22.86
19623,429764330,450m,1,674770001,7,6.72,0.14,25.69
19624,429764330,450m,2,1295030013,6,6.73,0.15,25.76
19625,429764330,450m,3,1426150033,4,6.58,0.00,25.78
19626,429764330,450m,4,1184050020,3,6.82,0.24,25.87
19627,429764330,450m,5,1389280125,1,6.78,0.20,25.99
19628,429764330,450m,6,1474730025,2,6.97,0.39,26.08
19629,429764330,450m,7,1322730012,5,6.73,0.15,26.20
19630,429764330,450m,8,1490820003,8,6.89,0.31,26.24
19631,429764335,390m,1,200039286,5,8.37,0.07,22.27
19632,429764335,390m,2,2131520022,3,8.30,0.00,22.43
19633,429764335,390m,3,1448580012,1,8.63,0.33,22.64
19634,429764335,390m,4,222456642,6,8.48,0.18,22.72
19635,429764335,390m,5,203248210,2,8.65,0.35,22.93
19636,429764335,390m,6,221046714,7,8.83,0.53,22.93
19637,429764335,390m,7,120412874,8,8.69,0.39,23.01
19638,429764335,390m,8,230317217,4,8.69,0.39,23.04
19639,429764336,390m,1,222371859,5,8.18,0.00,21.92
19640,429764336,390m,2,230054194,8,9.21,1.03,22.76
19641,429764336,390m,3,145207342,4,8.92,0.74,22.77
19642,429764336,390m,4,126745010,7,9.02,0.84,22.87
19643,429764336,390m,5,167542428,1,9.20,1.02,22.88
19644,429764336,390m,6,113532151,2,9.06,0.88,22.88
19645,429764336,390m,7,228102299,3,9.23,1.05,22.97
19646,429764336,390m,8,1281000021,6,8.88,0.70,23.01
19647,467675995,450m,1,243599881,4,6.80,0.00,25.64
19648,467675995,450m,2,121725494,5,6.89,0.09,25.75
19649,467675995,450m,3,314367485,8,6.92,0.12,25.99
19650,467675995,450m,4,220428480,7,6.98,0.18,26.05
19651,467675995,450m,5,314367484,2,6.85,0.05,26.20
19652,467675995,450m,6,184224220,1,7.33,0.53,26.71
19653,467675989,390m,1,293542917,4,8.41,0.00,22.28
19654,467675989,390m,2,306378037,1,8.45,0.04,22.43
19655,467675989,390m,3,284390147,8,8.90,0.49,22.69
19656,467675989,390m,4,220432486,3,8.64,0.23,22.71
19657,467675989,390m,5,194834907,2,8.95,0.54,22.95
19658,467675989,390m,6,265782607,5,8.88,0.47,23.09
19659,467675989,390m,7,118714001,7,9.04,0.63,23.09
19660,467675988,390m,1,1306220024,3,8.69,0.21,22.64
19661,467675988,390m,2,184224222,8,8.80,0.32,22.70
19662,467675988,390m,3,1560270024,2,8.48,0.00,22.73
19663,467675988,390m,4,162212286,1,8.60,0.12,22.77
19664,467675988,390m,5,1590360000,6,8.66,0.18,22.78
19665,467675988,390m,6,887800002,7,8.87,0.39,23.26
19666,467675988,390m,7,954250051,4,8.83,0.35,23.47
19667,467675991,390m,1,235407878,1,8.58,0.02,22.65
19668,467675991,390m,2,156348082,8,8.56,0.00,22.68
19669,467675991,390m,3,2035650010,7,8.67,0.11,22.75
19670,467675991,390m,4,1906490024,3,9.10,0.54,23.08
19671,467675991,390m,5,177059927,6,8.75,0.19,23.20
19672,467675991,390m,6,167542432,2,9.12,0.56,23.22
19673,467675991,390m,7,262317106,4,8.88,0.32,23.35
19674,467675996,450m,1,258684346,2,6.85,0.12,25.97
19675,467675996,450m,2,167542430,3,6.80,0.07,26.09
19676,467675996,450m,3,162212284,1,7.08,0.35,26.12
19677,467675996,450m,4,230053368,7,6.73,0.00,26.13
19678,467675996,450m,5,167542427,4,6.99,0.26,26.24
19679,467675996,450m,6,111277152,8,7.13,0.40,26.25
19680,467675996,450m,7,1296080050,6,6.89,0.16,26.25
19681,467675993,450m,1,1713250023,6,6.73,0.00,25.75
19682,467675993,450m,2,167542426,8,6.91,0.18,25.86
19683,467675993,450m,3,1973700006,2,7.03,0.30,25.89
19684,467675993,450m,4,1426150023,3,7.03,0.30,26.08
19685,467675993,450m,5,118703495,7,6.91,0.18,26.25
19686,467675993,450m,6,1346570008,1,7.07,0.34,26.36
19687,467675993,450m,7,1312340003,5,7.10,0.37,26.52
19688,467675993,450m,8,1426150037,4,6.91,0.18,26.54
19689,467675994,450m,1,1340420023,1,6.89,0.07,25.90
19690,467675994,450m,2,1241510027,6,6.94,0.12,26.10
19691,467675994,450m,3,126530635,3,6.87,0.05,26.15
19692,467675994,450m,4,137471395,2,6.82,0.00,26.29
19693,467675994,450m,5,747390017,5,7.07,0.25,26.46
19694,467675994,450m,6,1973700004,7,7.07,0.25,26.49
19695,467675994,450m,7,2099800071,4,6.98,0.16,26.72
19696,467675992,450m,1,204133454,7,6.91,0.09,25.85
19697,467675992,450m,2,219045250,4,6.95,0.13,25.91
19698,467675992,450m,3,262316113,1,6.97,0.15,25.96
19699,467675992,450m,4,121715948,6,6.98,0.16,26.03
19700,467675992,450m,5,1474730025,5,7.16,0.34,26.03
19701,467675992,450m,6,204133455,8,6.94,0.12,26.06
19702,467675992,450m,7,2131500011,3,7.14,0.32,26.14
19703,467675992,450m,8,162212283,2,6.82,0.00,26.39
19704,467675990,390m,1,208441051,4,8.48,0.00,22.45
19705,467675990,390m,2,264508973,1,8.73,0.25,22.51
19706,467675990,390m,3,256281043,8,8.67,0.19,22.57
19707,467675990,390m,4,259292055,7,8.87,0.39,22.79
19708,467675990,390m,5,167542431,5,8.76,0.28,22.98
19709,467675985,390m,1,145207342,7,8.63,0.12,22.66
19710,467675985,390m,2,208823814,5,8.72,0.21,22.69
19711,467675985,390m,3,1346610002,1,8.60,0.09,22.72
19712,467675985,390m,4,229745575,8,8.51,0.00,22.76
19713,467675985,390m,5,237505079,2,8.60,0.09,22.79
19714,467675985,390m,6,1281000031,4,8.81,0.30,22.80
19715,467675986,390m,1,162212285,5,8.42,0.00,22.58
19716,467675986,390m,2,110526614,3,8.61,0.19,22.62
19717,467675986,390m,3,2003010006,7,8.51,0.09,22.71
19718,467675986,390m,4,1426150025,2,8.88,0.46,22.89
19719,467675986,390m,5,1246780012,8,8.91,0.49,22.98
19720,467675986,390m,6,197538291,6,8.72,0.30,23.03
19721,467675986,390m,7,1510090023,4,8.86,0.44,23.10
19722,467675986,390m,8,1969660006,1,9.09,0.67,23.21
19723,467675987,390m,1,110526616,3,8.70,0.05,22.86
19724,467675987,390m,2,120725509,2,8.84,0.19,22.96
19725,467675987,390m,3,222735082,8,8.65,0.00,22.99
19726,467675987,390m,4,1591720033,7,8.81,0.16,23.11
19727,467675987,390m,5,167542421,5,8.74,0.09,23.11
19728,467675987,390m,6,198170064,4,8.77,0.12,23.13
19729,510701372,390m,1,312553419,8,8.41,0.00,22.29
19730,510701372,390m,2,262115686,6,8.85,0.44,22.62
19731,510701372,390m,3,319047323,3,8.73,0.32,22.83
19732,510701372,390m,4,315223240,1,8.80,0.39,22.93
19733,510701372,390m,5,306970717,7,9.20,0.79,23.91
19734,510701375,450m,1,312231216,3,6.80,0.02,25.53
19735,510701375,450m,2,267605653,8,6.92,0.14,25.70
19736,510701375,450m,3,187883526,7,6.90,0.12,26.22
19737,510701375,450m,4,341838312,4,6.99,0.21,26.24
19738,510701375,450m,5,293039910,5,7.03,0.25,26.25
19739,510701375,450m,6,318735217,6,7.00,0.22,26.35
19740,510701375,450m,7,328325358,1,6.78,0.00,26.56
19741,510701375,450m,8,293039917,2,6.82,0.04,26.72
19742,510701373,390m,1,328322844,6,8.83,0.25,22.99
19743,510701373,390m,2,315861976,3,8.90,0.32,23.01
19744,510701373,390m,3,347752136,7,8.58,0.00,23.03
19745,510701373,390m,4,302937166,1,8.69,0.11,23.05
19746,510701373,390m,5,304318925,2,8.88,0.30,23.31
19747,510701373,390m,6,318755779,8,8.91,0.33,23.37
19748,510701368,450m,1,336474627,3,6.75,0.08,25.61
19749,510701368,450m,2,259610185,8,6.85,0.18,26.26
19750,510701368,450m,3,257637309,1,6.67,0.00,26.35
19751,510701368,450m,4,331345891,7,6.74,0.07,26.37
19752,510701368,450m,5,314296339,6,6.87,0.20,26.49
19753,510701368,450m,6,212744651,2,6.82,0.15,26.60
19754,510701369,450m,1,287560991,3,6.60,0.00,25.21
19755,510701369,450m,2,240419885,8,6.69,0.09,25.65
19756,510701369,450m,3,326538273,4,6.78,0.18,25.71
19757,510701369,450m,4,224040190,2,6.74,0.14,25.77
19758,510701374,450m,1,197591895,5,6.53,0.00,25.08
19759,510701374,450m,2,219045751,1,6.91,0.38,25.68
19760,510701374,450m,3,230662409,2,7.01,0.48,25.82
19761,510701374,450m,4,257637267,3,6.68,0.15,25.93
19762,510701374,450m,5,214449130,4,6.67,0.14,26.01
19763,510701374,450m,6,221747123,8,6.70,0.17,26.27
19764,510701374,450m,7,167542428,7,6.68,0.15,26.44
19765,510701365,390m,1,257638267,5,8.30,0.00,22.01
19766,510701365,390m,2,198170059,6,8.42,0.12,22.04
19767,510701365,390m,3,222371861,2,8.44,0.14,22.22
19768,510701365,390m,4,127722456,1,8.53,0.23,22.25
19769,510701365,390m,5,223670954,4,8.53,0.23,22.47
19770,510701370,450m,1,222371856,8,6.77,0.22,25.53
19771,510701370,450m,2,284813014,2,6.74,0.19,25.65
19772,510701370,450m,3,352477047,7,6.55,0.00,25.73
19773,510701370,450m,4,257637790,4,6.83,0.28,25.89
19774,510701370,450m,5,184224218,1,6.71,0.16,26.15
19775,510701370,450m,6,235409381,6,6.83,0.28,26.59
19776,510701370,450m,7,268917762,3,6.82,0.27,26.87
19777,510701364,390m,1,314601478,8,8.40,0.07,22.03
19778,510701364,390m,2,264508969,5,8.33,0.00,22.47
19779,510701364,390m,3,304203709,3,8.76,0.43,22.68
19780,510701364,390m,4,199820851,7,8.37,0.04,22.68
19781,510701364,390m,5,352477049,1,8.75,0.42,22.81
19782,510701364,390m,6,298353015,2,8.83,0.50,22.83
19783,510701364,390m,7,321686591,6,8.77,0.44,23.14
19784,510701366,390m,1,319014764,2,8.42,0.07,22.37
19785,510701366,390m,2,221747116,7,8.35,0.00,22.55
19786,510701366,390m,3,196374472,5,8.60,0.25,22.61
19787,510701366,390m,4,262316684,3,8.53,0.18,22.67
19788,510701366,390m,5,124885844,1,8.70,0.35,22.68
19789,510701366,390m,6,273589590,6,8.67,0.32,22.71
19790,510701366,390m,7,223670953,4,8.35,0.00,22.80
19791,510701371,450m,1,184236239,7,6.63,0.00,25.47
19792,510701371,450m,2,2003070002,8,6.75,0.12,25.80
19793,510701371,450m,3,204133452,1,6.68,0.05,25.87
19794,510701371,450m,4,204133454,3,6.75,0.12,25.96
19795,510701371,450m,5,230317218,4,6.91,0.28,25.96
19796,510701371,450m,6,184223211,2,6.89,0.26,26.07
19797,510701371,450m,7,1745540008,5,6.81,0.18,26.22
19798,510701367,390m,1,212745645,8,8.41,0.07,22.26
19799,510701367,390m,2,131734949,4,8.34,0.00,22.43
19800,510701367,390m,3,298886080,2,8.50,0.16,22.61
19801,510701367,390m,4,214384921,5,8.62,0.28,22.77
19802,510701367,390m,5,1281000021,7,8.46,0.12,22.98
19803,510701367,390m,6,141319210,1,8.80,0.46,23.02
19804,510701367,390m,7,281792461,3,8.46,0.12,23.49
19805,404750894,390m,1,196374477,8,8.53,0.00,22.48
19806,404750894,390m,2,234617805,6,8.87,0.34,22.89
19807,404750894,390m,3,251075249,7,8.79,0.26,23.22
19808,404750894,390m,4,134562594,4,8.78,0.25,23.39
19809,404750894,390m,5,1991440008,3,9.22,0.69,23.45
19810,404750894,390m,6,138443840,1,8.86,0.33,23.48
19811,404750894,390m,7,183480734,2,9.53,1.00,23.68
19812,404750895,390m,1,264508968,3,8.43,0.00,22.36
19813,404750895,390m,2,230053291,4,8.68,0.25,22.59
19814,404750895,390m,3,227854808,2,8.54,0.11,22.69
19815,404750895,390m,4,141319780,7,8.76,0.33,22.89
19816,404750895,390m,5,124885862,8,8.54,0.11,22.96
19817,404750895,390m,6,256198381,6,8.89,0.46,22.97
19818,404750895,390m,7,230662408,1,8.96,0.53,23.19
19819,404750895,390m,8,251075792,5,9.03,0.60,24.05
19820,404750897,450m,1,246692461,1,6.72,0.00,25.45
19821,404750897,450m,2,224872858,6,6.76,0.04,25.81
19822,404750897,450m,3,238517597,7,6.88,0.16,25.90
19823,404750897,450m,4,127722450,8,6.88,0.16,25.99
19824,404750897,450m,5,219045751,2,6.95,0.23,26.07
19825,404750897,450m,6,219045250,5,7.20,0.48,26.21
19826,404750897,450m,7,109496057,3,7.07,0.35,26.24
19827,404750897,450m,8,197548337,4,6.88,0.16,26.31
19828,404750889,390m,1,2145360049,7,8.45,0.02,22.01
19829,404750889,390m,2,1873790023,6,8.43,0.00,22.21
19830,404750889,390m,3,1281000021,4,8.48,0.05,22.44
19831,404750889,390m,4,766410015,2,8.66,0.23,22.54
19832,404750889,390m,5,1238530118,3,8.62,0.19,22.76
19833,404750889,390m,6,1136220028,5,8.68,0.25,22.78
19834,404750890,450m,1,246692463,6,6.68,0.04,25.08
19835,404750890,450m,2,230317221,1,6.68,0.04,25.40
19836,404750890,450m,3,128010528,4,6.83,0.19,25.85
19837,404750890,450m,4,230316222,5,6.71,0.07,25.87
19838,404750890,450m,5,1634010000,3,6.85,0.21,25.88
19839,404750890,450m,6,230662409,8,6.97,0.33,25.94
19840,404750890,450m,7,195714148,2,6.64,0.00,26.04
19841,404750890,450m,8,111812188,7,7.04,0.40,26.16
19842,404750892,450m,1,198170057,1,6.76,0.01,25.57
19843,404750892,450m,2,109032161,4,6.97,0.22,26.04
19844,404750892,450m,3,1426150023,7,6.79,0.04,26.04
19845,404750892,450m,4,1464560012,3,6.98,0.23,26.21
19846,404750892,450m,5,1510090023,5,6.75,0.00,26.25
19847,404750892,450m,6,1992610007,8,6.79,0.04,26.27
19848,404750892,450m,7,1784930016,2,6.75,0.00,26.34
19849,404750893,450m,1,1426150025,7,6.69,0.11,25.79
19850,404750893,450m,2,206889960,3,6.88,0.30,25.86
19851,404750893,450m,3,1898840019,2,6.69,0.11,25.87
19852,404750893,450m,4,850610003,4,6.90,0.32,25.95
19853,404750893,450m,5,1748170031,1,6.86,0.28,26.08
19854,404750893,450m,6,126531073,5,6.90,0.32,26.20
19855,404750893,450m,7,1945060000,6,6.58,0.00,26.91
19856,404750891,450m,1,113531156,2,6.57,0.00,25.55
19857,404750891,450m,2,1334070050,3,6.66,0.09,25.58
19858,404750891,450m,3,195714150,6,6.64,0.07,25.68
19859,404750891,450m,4,195110460,8,7.18,0.61,26.00
19860,404750891,450m,5,184224221,1,7.08,0.51,26.66
19861,404750896,390m,1,235407876,5,8.41,0.02,22.19
19862,404750896,390m,2,198170058,2,8.39,0.00,22.26
19863,404750896,390m,3,163734337,8,8.62,0.23,22.28
19864,404750896,390m,4,250704912,1,8.62,0.23,22.49
19865,404750896,390m,5,114215510,6,8.68,0.29,22.70
19866,404750896,390m,6,203248197,4,8.71,0.32,22.73
19867,404750886,390m,1,196374472,2,8.36,0.00,22.02
19868,404750886,390m,2,221046714,5,8.47,0.11,22.05
19869,404750886,390m,3,222371861,7,8.43,0.07,22.18
19870,404750886,390m,4,229745575,6,8.52,0.16,22.37
